id,name,path
380,Scheduled Actions - All,WP Admin &gt; WooCommerce &gt; Status &gt; Scheduled Actions &gt; All
381,Scheduled Actions - Canceled,WP Admin &gt; WooCommerce &gt; Status &gt; Scheduled Actions &gt; Canceled
382,Scheduled Actions - Pending,WP Admin &gt; WooCommerce &gt; Status &gt; Scheduled Actions &gt; Pending
383,Scheduled Actions - Complete,WP Admin &gt; WooCommerce &gt; Status &gt; Scheduled Actions &gt; Complete
384,Extensions,WP Admin &gt; WooCommerce &gt; Extensions &gt; Browse Extenisons
385,WooCommerce.com Subscriptions,WP Admin &gt; WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions
386,Connect WooCommerce.com Account,WP Admin &gt; WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions &gt; Click - Connect
387,Disconnect WooCommerce.com Account,WP Admin &gt; WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions &gt; Hover over Connected to WooCommerce.com &gt; Click - Disconnect
388,Updated WooCommerce.com Connection,WP Admin &gt; WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions &gt; Click - Update (top-left next to Subscriptions)
389,Activate Extenison,WP Admin &gt; WooCommerce &gt; Extensions &gt; WooCommerce.com Subscriptions &gt; Find the extension &gt; Click - Toggle button (Active / Inactive)
390,Products - All Products,WP Admin &gt; Products &gt; All Products
391,Products - Add New Product,WP Admin &gt; Products &gt; Add new
392,Products - Import,WP Admin &gt; Products &gt; All Products &gt; Import
393,Products - Export,WP Admin &gt; Products &gt; All Products &gt; Export
394,Products - Sorting,WP Admin &gt; Products &gt; All Products &gt; Sorting
395,Products - Screen Options,WP Admin &gt; Products &gt; All Products &gt; Click - Screen Options
396,Edit Product,WP Admin &gt; Products &gt; Hover over the product &gt; Click - Edit (below product name)
397,Trash Product,WP Admin &gt; Products &gt; Hover over the product &gt; Click - Trash (below product name)
398,Duplicate Product,WP Admin &gt; Products &gt; Hover over the product &gt; Click - Duplicate (below product name)
399,View Product,WP Admin &gt; Products &gt; Hover over the product &gt; Click - View (below product name)
400,Product Edit - Update Product Name,Product Edit Page &gt; Define - Product name &gt; Click - Update (top right)
401,Product Edit - Update Description,Product Edit Page &gt; Define - Product Description &gt; Click - Update (top right)
402,Product Edit - Update Short Description,Product Edit Page &gt; Scroll down &gt; Define - Product Short Description &gt; Click - Update (top right)
403,Product Visibility - Public,Product Edit Page &gt; Publish Section (right sidebar) &gt; Product Visibility &gt; Select - Public
404,Product Visibility - Password Protected,Product Edit Page &gt; Publish Section (right sidebar) &gt; Product Visibility &gt; Select - Password Protected
405,Product Visibility - Private,Product Edit Page &gt; Publish Section (right sidebar) &gt; Product Visibility &gt; Select - Private
406,Catalog Visibility - Shop and search results,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Shop and search results
407,Catalog Visibility - Shop only,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Shop only
408,Catalog Visibility - Search results only,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Search results only
409,Catalog Visibility - Hidden,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Select - Hidden
410,Catalog Visibility - Featured Product,Product Edit Page &gt; Publish Section (right sidebar) &gt; Catalog Visibility &gt; Click - Edit &gt; Check - Featured Product
411,Product Edit - Assign Category,Product Edit Page &gt; Category Section (right sidebar) &gt; Check - Category
412,Product Edit - Add Tags,Product Edit Page &gt; Product Tag Section (right sidebar) &gt; Assign - Tags
413,Product Edit - Product Image,Product Edit Page &gt; Product Image Section (right sidebar) &gt; Click - Set product image &gt; Assign - Image
414,Product Edit - Product Gallery,Product Edit Page &gt; Product Gallery Section (right sidebar) &gt; Click - Add product gallery images &gt; Assign - Images
415,Product data - Simple Product,Product Edit Page &gt; Product data &gt; Select - Simple Product
416,Product data - Virtual Product,Product Edit Page &gt; Product data &gt; Check - Virtual field
417,Product data - Downloadable,Product Edit Page &gt; Product data &gt; Check - Downloadable field
418,Product data - Virtual Downlodable,Product Edit Page &gt; Product data &gt; Check - Both Virtual and Downloadable field
419,Product data - General - Regular Price,Product Edit Page &gt; Product data &gt; General &gt; Define - Regular Price
420,Product data - General - Sale Price,Product Edit Page &gt; Product data &gt; General &gt; Define - Sale Price
421,Product data - General - Tax status - Taxable,Product Edit Page &gt; Product data &gt; General &gt; Tax status &gt; Select - Taxable
422,Product data - General - Tax status - Shipping Only,Product Edit Page &gt; Product data &gt; General &gt; Tax status &gt; Select - Shipping Only
423,Product data - General - Tax status - None,Product Edit Page &gt; Product data &gt; General &gt; Tax status &gt; Select - None
424,Product data - General - Tax class,Product Edit Page &gt; Product data &gt; General &gt; Tax class &gt; Select - Tax class
425,Product data - Inventory - SKU,Product Edit Page &gt; Product data &gt; Inventory &gt; Define - SKU
426,Product data - Inventory - Manage stock,Product Edit Page &gt; Product data &gt; Inventory &gt; Manage stock &gt; Check - Enable stock management at product level
427,Inventory - Stock Status - In Stock,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock Status &gt; Define - In Stock
428,Inventory - Stock Status - Out of Stock,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock Status &gt; Define - Out of Stock
429,Inventory - Stock Status - In backorder,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock Status &gt; Define - In backorder
430,Sold individually,Product Edit Page &gt; Product data &gt; Inventory &gt; Check - Enable this to only allow one of this item to be bought in a single order
431,Inventory - Stock quantity,Product Edit Page &gt; Product data &gt; Inventory &gt; Stock quantity &gt; Define - Stock quantity
432,Allow backorders? - Do not allow,Product Edit Page &gt; Product data &gt; Inventory &gt; Allow backorders? &gt; Select - Do not allow
433,"Allow backorders? - Allow, but notify customers","Product Edit Page &gt; Product data &gt; Inventory &gt; Allow backorders? &gt; Select - Allow, but notify customers"
434,Allow backorders? - Allow,Product Edit Page &gt; Product data &gt; Inventory &gt; Allow backorders? &gt; Select - Allow
435,Low stock threshold,Product Edit Page &gt; Product data &gt; Inventory &gt; Low stock threshold &gt; Define - Low stock threshold
436,Shipping - Weight and Dimensions,Product Edit Page &gt; Product data &gt; Shipping &gt; Define - Weight and dimensions here
437,Product Shipping Class,Product Edit Page &gt; Product data &gt; Shipping &gt; Select - Product Shipping class
438,Upsells,Product Edit Page &gt; Product data &gt; Linked Products &gt; Configure - Upsells
439,Cross-sells,Product Edit Page &gt; Product data &gt; Linked Products &gt; Configure - Cross-sells
440,Attribute - Add Product Level,Product Edit Page &gt; Product data &gt; Attributes &gt; Custom Product Attribute &gt; Click - Add
441,Attribute - Select Global Attribute,Product Edit Page &gt; Product data &gt; Attributes &gt; Select - Global Attribute &gt; Click - Add
442,Attribute - Display on Product Page,Product Edit Page &gt; Product data &gt; Attributes &gt; Edit Attribute &gt; Check - Display on Product Page
443,Attribute - Hide on Product Page,Product Edit Page &gt; Product data &gt; Attributes &gt; Edit Attribute &gt; Uncheck - Display on Product Page
444,Purchase note,Product Edit Page &gt; Product data &gt; Advanced &gt; Define - Purchase note
445,Menu Order,Product Edit Page &gt; Product data &gt; Advanced &gt; Define - Order Position
446,Enable reviews,Product Edit Page &gt; Product data &gt; Advanced &gt; Check - Enable reviews
447,Disable reviews,Product Edit Page &gt; Product data &gt; Advanced &gt; Uncheck - Enable reviews
448,Linked Products - Grouped Products,Product Edit Page &gt; Product data &gt; Linked Products &gt; Configure - Grouped Products
449,External Product - Product URL,Product Edit Page &gt; Product data &gt; General &gt; Define - Product URL
450,External Product - Button text,Product Edit Page &gt; Product data &gt; General &gt; Define - Button text
451,Attribute - Available for Variations,Product Edit Page &gt; Product data &gt; Attributes &gt; Select - Attribute &gt; Check - Used for Variations
452,Attribute - Unavailable for Variations,Product Edit Page &gt; Product data &gt; Attributes &gt; Select - Attribute &gt; Uncheck - Used for Variations
453,Enable Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Enable
454,Disable Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Uncheck - Enable
455,Variation - Virtual,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Virtual
456,Variation - Physical Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Uncheck - Virtual
457,Variation - Downloadable,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Downloadable
458,Variation - Not Downloadable,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Uncheck - Downloadable
459,Variation - Virtual and Downloadable,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Both Virtual and Downloadable field
460,Variation - Manage Stock,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Manage Stock
461,Variation - In stock,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Stock Status &gt; Define - In backorder
462,Variation - Out of stock,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Stock Status &gt; Define - Out of Stock
463,Variation - In backorder,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Stock Status &gt; Define - In backorder
464,Variation - Stock Quantity,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Stock Quantity
465,Variation - backorders? - Do not allow,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Allow backorders? &gt; Select - Do not allow
466,"Variation - backorders? - Allow, but notify customers","Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Allow backorders? &gt; Select - Allow, but notify customers"
467,Variation - backorders? - Allow,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Allow backorders? &gt; Select - Allow
468,Variation - Regular price for Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Regular price
469,Variation - Sale Price for variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define Sale price
470,Variation - Shipping Class,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Select - Shipping Class
471,Variation - Tax Class,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Select - Tax Class
472,Variation - Weight and Dimensions,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Weight and Dimensions
473,Variation - Description,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Description
474,Product - Categories,WP Admin &gt; Products &gt; Categories
475,Product - Global Attributes,WP Admin &gt; Products &gt; Attributes
476,Product - Tabs,WP Admin &gt; Products &gt; Tabs
477,Analytics - Revenue,WP Admin &gt; Analytics &gt; Revenue
478,Analytics - Orders,WP Admin &gt; Analytics &gt; Orders
479,Analytics - Products,WP Admin &gt; Analytics &gt; Products
480,Analytics - Categories,WP Admin &gt; Analytics &gt; Categories
481,Analytics - Coupons,WP Admin &gt; Analytics &gt; Coupons
482,Analytics - Taxes,WP Admin &gt; Analytics &gt; Taxes
483,Analytics - Downloads,WP Admin &gt; Analytics &gt; Downloads
484,Analytics - Stock,WP Admin &gt; Analytics &gt; Stock
485,Analytics - Settings,WP Admin &gt; Analytics &gt; Settings
486,Analytics - Excluded Statuses,WP Admin &gt; Analytics &gt; Settings &gt; Excluded Statuses &gt; Check - Status that needs to be excluded from Analytics
487,Analytics - Actionable Statuses,WP Admin &gt; Analytics &gt; Settings &gt; Actionable Statuses &gt; Check - Status that needs action from store admin
488,Analytics - Default Date Range,WP Admin &gt; Analytics &gt; Settings &gt; Default Date Range &gt; Configure - Default date range
489,Analytics - Import Historical Data,WP Admin &gt; Analytics &gt; Settings &gt; Import Historical Data
490,Coupon - Percentage Discount,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Discount type - Percentage Discount
491,Coupon - Fixed cart discount,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Discount type - Fixed cart discount
492,Coupon - Fixed product discount,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Discount type - Percentage Discount
493,Coupon - Allow free shipping,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Allow free shipping &gt; Check - Check this box if the coupon grants free shipping
494,Coupon - Coupon expiry date,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Coupon expiry date &gt; Define - Coupon expiry date
495,Coupon - Minimum spend,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Minimum spend &gt; Define - Minimum Spend allowed to use the coupon
496,Coupon - Maximum spend,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Maximum spend &gt; Define - Minimum Spend allowed to use the coupon
497,Coupon - Individual use only,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Individual use only &gt; Check - Check this box if the coupon cannot be used in conjunction with other coupons
498,Coupon - Exclude sale items,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Exclude sale items &gt; Check - Check this box if the coupon should not apply to items on sale
499,Coupon - Products,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Products &gt; Define - Products
500,Coupon - Exclude products,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Exclude products &gt; Define - Products
501,Coupon - Product categories,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Product categories &gt; Define - Categories
502,Coupon - Exclude categories,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Exclude categories &gt; Define - Categories
503,Coupon - Allowed emails,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Allowed emails &gt; Define - email addresses
504,Coupon - Usage limit per coupon,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage limits &gt; Usage limit per coupon &gt; Define - No of times coupon can be used
505,Coupon - Limit usage to X items,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage limits &gt; Limit usage to X items &gt; Define - No of items the coupon can be applied to
506,Coupon - Usage limit per user,WP Admin &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage limits &gt; Define - No of times the same user can use this coupon
507,Store Notice,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Store Notice &gt; Define - Store notice &gt; Check - Enable Store Notice &gt; Click - Publish
508,Shop Page - Show Products,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Shop Page display &gt; Select - Show products
509,Shop Page - Show Categories,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Shop Page display &gt; Select - Show categories
510,Shop Page - Show Categories and Products,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Shop Page display &gt; Select - Show categories and products
511,Category display - Show Products,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Category display &gt; Select - Show products
512,Category display - Show subcategories,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Category display &gt; Select - Show subcategories
513,Category display - Show subcategories and Products,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Category display &gt; Select - Show subcategories and products
514,Product - Default sorting (custom ordering + name),WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Default sorting (custom ordering + name)
515,Default product sorting - Popularity (sales),WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Popularity (sales)
516,Default product sorting - Average rating,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Average rating
517,Default product sorting - Sort by most recent,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Sort by most recent
518,Default product sorting - Sort by price (asc),WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Sort by price (asc)
519,Default product sorting - Sort by price (desc),WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Sort by price (desc)
520,Product Catalog - Products per row,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Products per row &gt; Define - Products per row
521,Product Catalog - Rows per page,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Products per row &gt; Define - Rows per page
522,Product Page - Sticky Add-To-Cart,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Check - Sticky Add-To-Cart
523,Product Page - Disable Sticky Add-To-Cart,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Uncheck - Sticky Add-To-Cart
524,Product Page - Product Pagination,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Check - Product Pagination
525,Product Page - Disable Product Pagination,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Unheck - Product Pagination
526,Product Images - Thumbnail cropping - 1:1,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Images &gt; Thumbnail cropping &gt; Select - 1:1
527,Product Images - Thumbnail cropping - Custom,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Images &gt; Thumbnail cropping &gt; Select - Custom
528,Product Images - Thumbnail cropping - Uncropped,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Images &gt; Thumbnail cropping &gt; Select - Uncropped
529,Company name field - Hidden,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Company name field &gt; Select - Hidden
530,Company name field - Optional,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Company name field &gt; Select - Optional
531,Company name field - Required,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Company name field &gt; Select - Required
532,Address line 2 field - Hidden,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Address line 2 field &gt; Select - Hidden
533,Address line 2 field - Optional,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Address line 2 field &gt; Select - Optional
534,Address line 2 field - Required,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Address line 2 field &gt; Select - Required
535,Phone field - Hidden,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Phone field &gt; Select - Hidden
536,Phone field - Optional,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Phone field &gt; Select - Optional
537,Phone field - Required,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Phone field &gt; Select - Required
538,Checkout - Highlight required fields with an asterisk,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Check - Highlight required fields with an asterisk
539,Don&apos;t Highlight required fields with an asterisk,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Uncheck - Highlight required fields with an asterisk
540,Checkout - Privacy policy page,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Privacy policy page &gt; Select - Privacy policy page
541,Checkout - Terms and conditions page,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Terms and conditions page &gt; Select - Terms and conditions page
542,Checkout - Privacy policy,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Privacy policy &gt; Define - Privacy policy
543,Checkout - Terms and conditions,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Terms and conditions &gt; Define - Terms and conditions
544,Permalinks - Product category base,WP Admin &gt; Settings &gt; Permalinks &gt; Optional &gt; Define - Product category base
545,Permalinks - Product tag base,WP Admin &gt; Settings &gt; Permalinks &gt; Optional &gt; Define - Product tag base
546,Permalinks - Product attribute base,WP Admin &gt; Settings &gt; Permalinks &gt; Optional &gt; Define - Product attribute base
547,Product permalinks - Default,WP Admin &gt; Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Default
548,Product permalinks - Shop base,WP Admin &gt; Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Shop base
549,Product permalinks - Shop base with category,WP Admin &gt; Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Shop base with category
550,Product permalinks - Custom base,WP Admin &gt; Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Custom base
551,Account Dashboard - Front end,Store &gt; My Account page&gt; Dashboard
552,Order list - Front end,Store &gt; My Account page&gt; Orders
553,View Order - Front end,Store &gt; My Account page&gt; Orders &gt; Click - Order# or View Button
554,Order Again,Store &gt; My Account page&gt; Orders &gt; Click - Order# or View Button &gt; Click - Order Again button (btttom of the page)
555,Access Download (View Order Page),Store &gt; My Account page&gt; Orders &gt; Click - Order# or View Button
556,Access Downloads,Store &gt; My Account page&gt; Downloads
557,View Billing / Shipping Addresses - Front end,Store &gt; My Account page&gt; Addresses
558,Update Billing / Shipping Addresses - Front end,Store &gt; My Account page&gt; Addresses &gt; Click - Pencil icon to edit/update the address
559,Update First name,Store &gt; My Account page&gt; Account details &gt; Update - First name
560,Update Last name,Store &gt; My Account page&gt; Account details &gt; Update - Last name
561,Update Display name,Store &gt; My Account page&gt; Account details &gt; Update - Display name
562,Update Email Address - Front end,Store &gt; My Account page&gt; Account details &gt; Update - Email Address
563,Update Password - Front end,Store &gt; My Account page&gt; Account details &gt; Update - Password
564,Add/Remove Payment method - Front end,Store &gt; My Account page&gt; Account details &gt; Add/Remove - Payment methods
565,Marketing,WP Admin &gt; Marketing &gt; Overview
