id,name,path
447,Disable reviews,Product Edit Page &gt; Product data &gt; Advanced &gt; Uncheck - Enable reviews
448,Linked Products - Grouped Products,Product Edit Page &gt; Product data &gt; Linked Products &gt; Configure - Grouped Products
449,External Product - Product URL,Product Edit Page &gt; Product data &gt; General &gt; Define - Product URL
450,External Product - Button text,Product Edit Page &gt; Product data &gt; General &gt; Define - Button text
451,Attribute - Available for Variations,Product Edit Page &gt; Product data &gt; Attributes &gt; Select - Attribute &gt; Check - Used for Variations
452,Attribute - Unavailable for Variations,Product Edit Page &gt; Product data &gt; Attributes &gt; Select - Attribute &gt; Uncheck - Used for Variations
453,Enable Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Enable
454,Disable Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Uncheck - Enable
455,Variation - Virtual,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Virtual
456,Variation - Physical Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Uncheck - Virtual
457,Variation - Downloadable,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Downloadable
458,Variation - Not Downloadable,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Uncheck - Downloadable
459,Variation - Virtual and Downloadable,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Both Virtual and Downloadable field
460,Variation - Manage Stock,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Manage Stock
461,Variation - In stock,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Stock Status &gt; Define - In backorder
462,Variation - Out of stock,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Stock Status &gt; Define - Out of Stock
463,Variation - In backorder,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Stock Status &gt; Define - In backorder
464,Variation - Stock Quantity,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Stock Quantity
465,Variation - backorders? - Do not allow,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Allow backorders? &gt; Select - Do not allow
466,"Variation - backorders? - Allow, but notify customers","Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Allow backorders? &gt; Select - Allow, but notify customers"
467,Variation - backorders? - Allow,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Allow backorders? &gt; Select - Allow
468,Variation - Regular price for Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Regular price
469,Variation - Sale Price for variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define Sale price
470,Variation - Shipping Class,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Select - Shipping Class
471,Variation - Tax Class,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Select - Tax Class
472,Variation - Weight and Dimensions,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Weight and Dimensions
473,Variation - Description,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Description
474,Product - Categories,Products &gt; Categories
475,Product - Global Attributes,Products &gt; Attributes
476,Product - Tabs,Products &gt; Tabs
477,Analytics - Revenue,Analytics &gt; Revenue
478,Analytics - Orders,Analytics &gt; Orders
479,Analytics - Products,Analytics &gt; Products
480,Analytics - Categories,Analytics &gt; Categories
481,Analytics - Coupons,Analytics &gt; Coupons
482,Analytics - Taxes,Analytics &gt; Taxes
483,Analytics - Downloads,Analytics &gt; Downloads
484,Analytics - Stock,Analytics &gt; Stock
485,Analytics - Settings,Analytics &gt; Settings
486,Analytics - Excluded Statuses,Analytics &gt; Settings &gt; Excluded Statuses &gt; Check - Status that needs to be excluded from Analytics
487,Analytics - Actionable Statuses,Analytics &gt; Settings &gt; Actionable Statuses &gt; Check - Status that needs action from store admin
488,Analytics - Default Date Range,Analytics &gt; Settings &gt; Default Date Range &gt; Configure - Default date range
489,Analytics - Import Historical Data,Analytics &gt; Settings &gt; Import Historical Data
490,Coupon - Percentage Discount,Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Discount type - Percentage Discount
491,Coupon - Fixed cart discount,Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Discount type - Fixed cart discount
492,Coupon - Fixed product discount,Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Discount type - Fixed Product discount
493,Coupon - Allow free shipping,Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Allow free shipping &gt; Check - Check this box if the coupon grants free shipping
494,Coupon - Coupon expiry date,Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Coupon expiry date &gt; Define - Coupon expiry date
495,Coupon - Minimum spend,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Minimum spend &gt; Define - Minimum Spend allowed to use the coupon
496,Coupon - Maximum spend,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Maximum spend &gt; Define - Minimum Spend allowed to use the coupon
497,Coupon - Individual use only,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Individual use only &gt; Check - Check this box if the coupon cannot be used in conjunction with other coupons
498,Coupon - Exclude sale items,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Exclude sale items &gt; Check - Check this box if the coupon should not apply to items on sale
499,Coupon - Products,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Products &gt; Define - Products
500,Coupon - Exclude products,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Exclude products &gt; Define - Products
501,Coupon - Product categories,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Product categories &gt; Define - Categories
502,Coupon - Exclude categories,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Exclude categories &gt; Define - Categories
503,Coupon - Allowed emails,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Allowed emails &gt; Define - email addresses
504,Coupon - Usage limit per coupon,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage limits &gt; Usage limit per coupon &gt; Define - No of times coupon can be used
505,Coupon - Limit usage to X items,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage limits &gt; Limit usage to X items &gt; Define - No of items the coupon can be applied to
506,Coupon - Usage limit per user,Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage limits &gt; Define - No of times the same user can use this coupon
507,Store Notice,Appearance &gt; Customize &gt; WooCommerce &gt; Store Notice &gt; Define - Store notice &gt; Check - Enable Store Notice &gt; Click - Publish
508,Shop Page - Show Products,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Shop Page display &gt; Select - Show products
509,Shop Page - Show Categories,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Shop Page display &gt; Select - Show categories
510,Shop Page - Show Categories and Products,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Shop Page display &gt; Select - Show categories and products
511,Category display - Show Products,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Category display &gt; Select - Show products
512,Category display - Show subcategories,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Category display &gt; Select - Show subcategories
513,Category display - Show subcategories and Products,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Category display &gt; Select - Show subcategories and products
514,Product - Default sorting (custom ordering + name),Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Default sorting (custom ordering + name)
515,Default product sorting - Popularity (sales),Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Popularity (sales)
516,Default product sorting - Average rating,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Average rating
517,Default product sorting - Sort by most recent,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Sort by most recent
518,Default product sorting - Sort by price (asc),Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Sort by price (asc)
519,Default product sorting - Sort by price (desc),Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Sort by price (desc)
520,Product Catalog - Products per row,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Products per row &gt; Define - Products per row
521,Product Catalog - Rows per page,Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Products per row &gt; Define - Rows per page
522,Product Page - Sticky Add-To-Cart,Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Check - Sticky Add-To-Cart
523,Product Page - Disable Sticky Add-To-Cart,Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Uncheck - Sticky Add-To-Cart
524,Product Page - Product Pagination,Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Check - Product Pagination
525,Product Page - Disable Product Pagination,Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Unheck - Product Pagination
526,Product Images - Thumbnail cropping - 1:1,Appearance &gt; Customize &gt; WooCommerce &gt; Product Images &gt; Thumbnail cropping &gt; Select - 1:1
527,Product Images - Thumbnail cropping - Custom,Appearance &gt; Customize &gt; WooCommerce &gt; Product Images &gt; Thumbnail cropping &gt; Select - Custom
528,Product Images - Thumbnail cropping - Uncropped,Appearance &gt; Customize &gt; WooCommerce &gt; Product Images &gt; Thumbnail cropping &gt; Select - Uncropped
529,Company name field - Hidden,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Company name field &gt; Select - Hidden
530,Company name field - Optional,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Company name field &gt; Select - Optional
531,Company name field - Required,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Company name field &gt; Select - Required
532,Address line 2 field - Hidden,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Address line 2 field &gt; Select - Hidden
533,Address line 2 field - Optional,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Address line 2 field &gt; Select - Optional
534,Address line 2 field - Required,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Address line 2 field &gt; Select - Required
535,Phone field - Hidden,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Phone field &gt; Select - Hidden
536,Phone field - Optional,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Phone field &gt; Select - Optional
537,Phone field - Required,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Phone field &gt; Select - Required
538,Checkout - Highlight required fields with an asterisk,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Check - Highlight required fields with an asterisk
539,Don&apos;t Highlight required fields with an asterisk,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Uncheck - Highlight required fields with an asterisk
540,Checkout - Privacy policy page,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Privacy policy page &gt; Select - Privacy policy page
541,Checkout - Terms and conditions page,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Terms and conditions page &gt; Select - Terms and conditions page
542,Checkout - Privacy policy,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Privacy policy &gt; Define - Privacy policy
543,Checkout - Terms and conditions,Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Terms and conditions &gt; Define - Terms and conditions
544,Permalinks - Product category base,Settings &gt; Permalinks &gt; Optional &gt; Define - Product category base
545,Permalinks - Product tag base,Settings &gt; Permalinks &gt; Optional &gt; Define - Product tag base
546,Permalinks - Product attribute base,Settings &gt; Permalinks &gt; Optional &gt; Define - Product attribute base
547,Product permalinks - Default,Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Default
548,Product permalinks - Shop base,Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Shop base
549,Product permalinks - Shop base with category,Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Shop base with category
550,Product permalinks - Custom base,Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Custom base
551,Account Dashboard - Front end,Store &gt; My Account page&gt; Dashboard
552,Order list - Front end,Store &gt; My Account page&gt; Orders
553,View Order - Front end,Store &gt; My Account page&gt; Orders &gt; Click - Order# or View Button
554,Order Again,Store &gt; My Account page&gt; Orders &gt; Click - Order# or View Button &gt; Click - Order Again button (btttom of the page)
555,Access Download (View Order Page),Store &gt; My Account page&gt; Orders &gt; Click - Order# or View Button
556,Access Downloads,Store &gt; My Account page&gt; Downloads
557,View Billing / Shipping Addresses - Front end,Store &gt; My Account page&gt; Addresses
558,Update Billing / Shipping Addresses - Front end,Store &gt; My Account page&gt; Addresses &gt; Click - Pencil icon to edit/update the address
559,Update First name,Store &gt; My Account page&gt; Account details &gt; Update - First name
560,Update Last name,Store &gt; My Account page&gt; Account details &gt; Update - Last name
561,Update Display name,Store &gt; My Account page&gt; Account details &gt; Update - Display name
562,Update Email Address - Front end,Store &gt; My Account page&gt; Account details &gt; Update - Email Address
563,Update Password - Front end,Store &gt; My Account page&gt; Account details &gt; Update - Password
564,Add/Remove Payment method - Front end,Store &gt; My Account page&gt; Account details &gt; Add/Remove - Payment methods
565,Marketing,Marketing &gt; Overview
