id,name,path
443,Upsells,Product Edit Page &gt; Product data &gt; Linked Products &gt; Configure - Upsells
444,Cross-sells,Product Edit Page &gt; Product data &gt; Linked Products &gt; Configure - Cross-sells
445,Attribute - Add Product Level,Product Edit Page &gt; Product data &gt; Attributes &gt; Custom Product Attribute &gt; Click - Add
446,Attribute - Select Global Attribute,Product Edit Page &gt; Product data &gt; Attributes &gt; Select - Global Attribute &gt; Click - Add
447,Attribute - Display on Product Page,Product Edit Page &gt; Product data &gt; Attributes &gt; Edit Attribute &gt; Check - Display on Product Page
448,Attribute - Hide on Product Page,Product Edit Page &gt; Product data &gt; Attributes &gt; Edit Attribute &gt; Uncheck - Display on Product Page
449,Purchase note,Product Edit Page &gt; Product data &gt; Advanced &gt; Define - Purchase note
450,Menu Order,Product Edit Page &gt; Product data &gt; Advanced &gt; Define - Order Position
451,Enable reviews,Product Edit Page &gt; Product data &gt; Advanced &gt; Check - Enable reviews
452,Disable reviews,Product Edit Page &gt; Product data &gt; Advanced &gt; Uncheck - Enable reviews
453,Linked Products - Grouped Products,Product Edit Page &gt; Product data &gt; Linked Products &gt; Configure - Grouped Products
454,External Product - Product URL,Product Edit Page &gt; Product data &gt; General &gt; Define - Product URL
455,External Product - Button text,Product Edit Page &gt; Product data &gt; General &gt; Define - Button text
456,Attribute - Available for Variations,Product Edit Page &gt; Product data &gt; Attributes &gt; Select - Attribute &gt; Check - Used for Variations
457,Attribute - Unavailable for Variations,Product Edit Page &gt; Product data &gt; Attributes &gt; Select - Attribute &gt; Uncheck - Used for Variations
458,Enable Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Enable
459,Disable Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Uncheck - Enable
460,Variation - Virtual,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Virtual
461,Variation - Physical Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Uncheck - Virtual
462,Variation - Downloadable,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Downloadable
463,Variation - Not Downloadable,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Uncheck - Downloadable
464,Variation - Virtual and Downloadable,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Both Virtual and Downloadable field
465,Variation - Manage Stock,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Check - Manage Stock
466,Variation - In stock,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Stock Status &gt; Define - In backorder
467,Variation - Out of stock,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Stock Status &gt; Define - Out of Stock
468,Variation - In backorder,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Stock Status &gt; Define - In backorder
469,Variation - Stock Quantity,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Stock Quantity
470,Variation - backorders? - Do not allow,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Allow backorders? &gt; Select - Do not allow
471,"Variation - backorders? - Allow, but notify customers","Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Allow backorders? &gt; Select - Allow, but notify customers"
472,Variation - backorders? - Allow,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Allow backorders? &gt; Select - Allow
473,Variation - Regular price for Variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Regular price
474,Variation - Sale Price for variation,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define Sale price
475,Variation - Shipping Class,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Select - Shipping Class
476,Variation - Tax Class,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Select - Tax Class
477,Variation - Weight and Dimensions,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Weight and Dimensions
478,Variation - Description,Product Edit Page &gt; Product data &gt; Variations &gt; Select - Variation &gt; Define - Description
479,Product - Categories,WooCommerce &gt; Products &gt; Categories
480,Product - Tags,WooCommerce &gt; Products &gt; Tags
481,Product - Global Attributes,WooCommerce &gt; Products &gt; Attributes
482,Product - Tabs,WooCommerce &gt; Products &gt; Tabs
483,Analytics - Overview,WooCommerce &gt; Analytics &gt; Overview
484,Analytics - Revenue,WooCommerce &gt; Analytics &gt; Revenue
485,Analytics - Orders,WooCommerce &gt; Analytics &gt; Orders
486,Analytics - Products,WooCommerce &gt; Analytics &gt; Products
487,Analytics - Variations,WooCommerce &gt; Analytics &gt; Variations
488,Analytics - Categories,WooCommerce &gt; Analytics &gt; Categories
489,Analytics - Coupons,WooCommerce &gt; Analytics &gt; Coupons
490,Analytics - Taxes,WooCommerce &gt; Analytics &gt; Taxes
491,Analytics - Downloads,WooCommerce &gt; Analytics &gt; Downloads
492,Analytics - Reports,WooCommerce &gt; Analytics &gt; Reports
493,Analytics - Stock,WooCommerce &gt; Analytics &gt; Stock
494,Analytics - Settings,WooCommerce &gt; Settings &gt; Analytics
495,Analytics - Excluded Statuses,WooCommerce &gt; Settings &gt; Analytics &gt; Excluded Statuses &gt; Check - Status that needs to be excluded from Analytics
496,Analytics - Actionable Statuses,WooCommerce &gt; Settings &gt; Analytics &gt; Actionable Statuses &gt; Check - Status that needs action from store admin
497,Analytics - Default Date Range,WooCommerce &gt; Settings &gt; Analytics &gt; Default Date Range &gt; Configure - Default date range
498,Analytics - Import Historical Data,WooCommerce &gt; Settings &gt; Analytics &gt; Import Historical Data
499,Coupon - Percentage Discount,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Discount type - Percentage Discount
500,Coupon - Fixed cart discount,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Discount type - Fixed cart discount
501,Coupon - Fixed product discount,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Discount type - Percentage Discount
502,Coupon - Allow free shipping,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Allow free shipping &gt; Check - Check this box if the coupon grants free shipping
503,Coupon - Coupon expiry date,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; General &gt; Coupon expiry date &gt; Define - Coupon expiry date
504,Coupon - Minimum spend,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Minimum spend &gt; Define - Minimum Spend allowed to use the coupon
505,Coupon - Maximum spend,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Maximum spend &gt; Define - Minimum Spend allowed to use the coupon
506,Coupon - Individual use only,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Individual use only &gt; Check - Check this box if the coupon cannot be used in conjunction with other coupons
507,Coupon - Exclude sale items,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Exclude sale items &gt; Check - Check this box if the coupon should not apply to items on sale
508,Coupon - Products,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Products &gt; Define - Products
509,Coupon - Exclude products,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Exclude products &gt; Define - Products
510,Coupon - Product categories,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Product categories &gt; Define - Categories
511,Coupon - Exclude categories,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Exclude categories &gt; Define - Categories
512,Coupon - Allowed emails,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage Restriction &gt; Allowed emails &gt; Define - email addresses
513,Coupon - Usage limit per coupon,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage limits &gt; Usage limit per coupon &gt; Define - No of times coupon can be used
514,Coupon - Limit usage to X items,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage limits &gt; Limit usage to X items &gt; Define - No of items the coupon can be applied to
515,Coupon - Usage limit per user,WooCommerce &gt; Marketing &gt; Coupons &gt; Edit Coupon &gt; Usage limits &gt; Define - No of times the same user can use this coupon
516,Store Notice,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Store Notice &gt; Define - Store notice &gt; Check - Enable Store Notice &gt; Click - Publish
517,Shop Page - Show Products,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Shop Page display &gt; Select - Show products
518,Shop Page - Show Categories,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Shop Page display &gt; Select - Show categories
519,Shop Page - Show Categories and Products,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Shop Page display &gt; Select - Show categories and products
520,Category display - Show Products,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Category display &gt; Select - Show products
521,Category display - Show subcategories,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Category display &gt; Select - Show subcategories
522,Category display - Show subcategories and Products,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Category display &gt; Select - Show subcategories and products
523,Product - Default sorting (custom ordering + name),WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Default sorting (custom ordering + name)
524,Default product sorting - Popularity (sales),WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Popularity (sales)
525,Default product sorting - Average rating,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Average rating
526,Default product sorting - Sort by most recent,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Sort by most recent
527,Default product sorting - Sort by price (asc),WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Sort by price (asc)
528,Default product sorting - Sort by price (desc),WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Default product sorting &gt; Select - Sort by price (desc)
529,Product Catalog - Products per row,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Products per row &gt; Define - Products per row
530,Product Catalog - Rows per page,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Catalog &gt; Products per row &gt; Define - Rows per page
531,Product Page - Sticky Add-To-Cart,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Check - Sticky Add-To-Cart
532,Product Page - Disable Sticky Add-To-Cart,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Uncheck - Sticky Add-To-Cart
533,Product Page - Product Pagination,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Check - Product Pagination
534,Product Page - Disable Product Pagination,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Page &gt; Unheck - Product Pagination
535,Product Images - Thumbnail cropping - 1:1,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Images &gt; Thumbnail cropping &gt; Select - 1:1
536,Product Images - Thumbnail cropping - Custom,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Images &gt; Thumbnail cropping &gt; Select - Custom
537,Product Images - Thumbnail cropping - Uncropped,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Product Images &gt; Thumbnail cropping &gt; Select - Uncropped
538,Company name field - Hidden,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Company name field &gt; Select - Hidden
539,Company name field - Optional,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Company name field &gt; Select - Optional
540,Company name field - Required,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Company name field &gt; Select - Required
541,Address line 2 field - Hidden,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Address line 2 field &gt; Select - Hidden
542,Address line 2 field - Optional,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Address line 2 field &gt; Select - Optional
543,Address line 2 field - Required,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Address line 2 field &gt; Select - Required
544,Phone field - Hidden,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Phone field &gt; Select - Hidden
545,Phone field - Optional,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Phone field &gt; Select - Optional
546,Phone field - Required,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Phone field &gt; Select - Required
547,Checkout - Highlight required fields with an asterisk,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Check - Highlight required fields with an asterisk
548,Don&apos;t Highlight required fields with an asterisk,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Uncheck - Highlight required fields with an asterisk
549,Checkout - Privacy policy page,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Privacy policy page &gt; Select - Privacy policy page
550,Checkout - Terms and conditions page,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Terms and conditions page &gt; Select - Terms and conditions page
551,Checkout - Privacy policy,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Privacy policy &gt; Define - Privacy policy
552,Checkout - Terms and conditions,WP Admin &gt; Appearance &gt; Customize &gt; WooCommerce &gt; Checkout &gt; Terms and conditions &gt; Define - Terms and conditions
553,Permalinks - Product category base,WP Admin &gt; Settings &gt; Permalinks &gt; Optional &gt; Define - Product category base
554,Permalinks - Product tag base,WP Admin &gt; Settings &gt; Permalinks &gt; Optional &gt; Define - Product tag base
555,Permalinks - Product attribute base,WP Admin &gt; Settings &gt; Permalinks &gt; Optional &gt; Define - Product attribute base
556,Product permalinks - Default,WP Admin &gt; Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Default
557,Product permalinks - Shop base,WP Admin &gt; Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Shop base
558,Product permalinks - Shop base with category,WP Admin &gt; Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Shop base with category
559,Product permalinks - Custom base,WP Admin &gt; Settings &gt; Permalinks &gt; Product Permalinks &gt; Select - Custom base
560,Account Dashboard - Front end,Store &gt; My Account page&gt; Dashboard
561,Order list - Front end,Store &gt; My Account page&gt; Orders
562,View Order - Front end,Store &gt; My Account page&gt; Orders &gt; Click - Order# or View Button
563,Order Again,Store &gt; My Account page&gt; Orders &gt; Click - Order# or View Button &gt; Click - Order Again button (btttom of the page)
564,Access Download (View Order Page),Store &gt; My Account page&gt; Orders &gt; Click - Order# or View Button
565,Access Downloads,Store &gt; My Account page&gt; Downloads
566,View Billing / Shipping Addresses - Front end,Store &gt; My Account page&gt; Addresses
567,Update Billing / Shipping Addresses - Front end,Store &gt; My Account page&gt; Addresses &gt; Click - Pencil icon to edit/update the address
568,Update First name,Store &gt; My Account page&gt; Account details &gt; Update - First name
569,Update Last name,Store &gt; My Account page&gt; Account details &gt; Update - Last name
570,Update Display name,Store &gt; My Account page&gt; Account details &gt; Update - Display name
571,Update Email Address - Front end,Store &gt; My Account page&gt; Account details &gt; Update - Email Address
572,Update Password - Front end,Store &gt; My Account page&gt; Account details &gt; Update - Password
573,Add/Remove Payment method - Front end,Store &gt; My Account page&gt; Account details &gt; Add/Remove - Payment methods
574,Marketplace,WooCommerce &gt; Marketplace
575,Tools - Import Products,WooCommerce &gt; Tools &gt; Import/Export &gt; Click - Run Importer (Button below WooCommerce products (CSV)) 
576,Tools - Import Tax rates,WooCommerce &gt; Tools &gt; Import/Export &gt; Click - Run Importer (Button below WooCommerce tax rates (CSV))
